OBJECTID,LegacyID,FACILITYID,BlockStreet,IntersectionStreets,ROW_Mailboxes,Surface_Type,SHAPESTArea,SHAPESTLength,Latitude,Longitude
4875,2037,1916,Not Specified,Newton Dr & Research Rd,Yes,Concrete,50138.470370978466,3533.752822153488,40.15099875813693,-88.27471479540303
4876,Not Specified,5B1C718A-482D-441E-9470-015440B60EDA,Not Specified,Farber Dr & W Interstate Dr,Yes,Concrete,3752.6418612724456,260.589824435155,40.14877995423966,-88.26917275081335
4877,1266,9193,1500 W Interstate Dr,Not Specified,Yes,Concrete,38999.05640399853,2056.656574111612,40.148759680523206,-88.27108167995956
4878,1776,1904,1500 Newton Dr,Not Specified,Yes,Asphalt,29842.246217186792,2139.85812949076,40.1525225802641,-88.27111959257292
4879,Not Specified,E7C3A0C9-6FCE-4537-8217-DE0636BA0F13,Not Specified,Farber Dr & Newton Dr,Yes,Asphalt,1470.0257571110076,155.13162626464097,40.152535637529155,-88.26922990831727
4880,870,9200,3200 Farber Dr,Not Specified,Yes,Asphalt,48613.520081211536,3404.2303122547764,40.15471845464455,-88.26878101734431
4881,869,1903,3100 Farber Dr,Not Specified,Yes,Asphalt,39232.52760616805,2789.8369369160932,40.150623042589785,-88.26919743188824
4882,0000,1933,Not Specified,Boardwalk Dr & W Olympian Dr,No,Concrete,5556.622647227267,320.88207804952805,40.15676150643495,-88.26290491749178
4883,0000,7107,900 W Olympian Dr,Not Specified,No,Concrete,57031.13619659494,2538.938795727652,40.15679876675557,-88.26046555422738
4884,0000,9212,1200 W Olympian Dr,Not Specified,No,Concrete,85523.90740034654,4728.2100199645265,40.156669504206704,-88.2656594460091
4885,9999,1892,Not Specified,Big Pine Trl & Boardwalk Dr,No,Concrete,3258.5075819405506,230.16678877872525,40.155640044484855,-88.26282706309733
4886,9999,1932,3400 Boardwalk Dr,Not Specified,No,Concrete,14765.543132960567,890.1265031022785,40.15625817085607,-88.26287102703678
4887,135,12164,3400 Big Pine Trl,Not Specified,No,Concrete,10969.509445973683,1054.9263813828954,40.15561299520409,-88.26225957971451
4888,Not Specified,65AE5E8A-8C7A-4F63-A6CE-9D10A4D09320,3400 Big Pine Trl,Not Specified,No,Concrete,2816.2375078227456,230.51611326443611,40.15548714599075,-88.26177128712092
4889,133,1897,3300 Big Pine Trl,Not Specified,No,Concrete,13367.219788164934,897.7226532615955,40.15576896999586,-88.26102647047018
4890,134,1894,3400 Big Pine Trl,Not Specified,No,Concrete,19401.92219778979,1248.8396130662593,40.15460499600916,-88.26189924503589
4891,Not Specified,21B591BD-58C2-4C02-8761-F6BEE384D3BE,3100 Boardwalk Dr,Not Specified,No,Concrete,7616.050112081113,369.2830144274851,40.15261856979292,-88.26281166254739
4892,Not Specified,7648B850-87DD-4608-886A-CBB7B9CD7CF4,2900 Boardwalk Dr,Not Specified,No,Concrete,4899.650351591154,306.25497396971576,40.15096586238987,-88.26312309255505
4893,Not Specified,4EAF57DD-260C-4567-A041-A9B69DD42F93,2900 Boardwalk Dr,Not Specified,No,Concrete,27082.482229915044,1607.4218489814132,40.149929444154175,-88.26241052534576
4894,Not Specified,711AC81A-1F2F-4D88-9038-56A6D6E1FA9E,Not Specified,Boardwalk Dr & W Interstate Dr,No,Concrete,6793.569466288751,355.4981422478959,40.14905254696148,-88.26204448839097
4895,Not Specified,996B7144-35B8-4B25-A3AB-17975EE91C62,Not Specified,W Interstate Dr & Waterview Way,No,Concrete,50064.745553546454,2210.8501872466545,40.149081042895276,-88.25979226131196
4896,0000,1154,1100 W Interstate Dr,Not Specified,No,Concrete,74947.60505834942,3883.213742746404,40.14891691614684,-88.26563621599122
4897,9999,1893,3400 Boardwalk Dr,Not Specified,No,Concrete,34484.84208971953,2122.874012468021,40.15413227657172,-88.2628338176994
4898,Not Specified,81A992E5-F3C9-4B6E-80CC-2EC23CB73D6E,2900 Boardwalk Dr,Not Specified,No,Concrete,18308.430291455064,1090.8572334285082,40.1517951663121,-88.2629206608505
4899,8888,12455,3500 N Prospect Ave,Not Specified,No,Concrete,16700.308735576134,821.6355109690904,40.15741412337576,-88.25812659497727
4900,Not Specified,C88E2254-46DF-4F95-9313-773F70C1004C,Not Specified,N Prospect Ave & Newton Dr,No,Asphalt,2130.9990386479117,192.08820210912697,40.152662934209225,-88.25805449787381
4901,1957,7114,3100 N Prospect Ave,Not Specified,No,Asphalt,26521.62650884748,1951.0450145975587,40.15403558305996,-88.25808213839598
4902,1956,7096,2800 N Prospect Ave,Not Specified,No,Asphalt,27853.584604101306,2081.9956439786943,40.151174343359926,-88.25804915646182
4903,0000,2479,Not Specified,E Olympian Dr & N Market St,No,Concrete,19666.058440300974,550.4447110751398,40.156752463380414,-88.239301816442
4904,Not Specified,54E94A1F-CA8C-4C23-A81E-1B7868EA91D1,Not Specified,Apollo Dr & E Olympian Dr,No,Concrete,4347.261957302444,275.0862301171462,40.15853219590048,-88.23109108196509
4905,1818,2477,500 E Olympian Dr,Not Specified,No,Concrete,112223.40714364301,4738.279029073493,40.157268972036384,-88.23523012311992
4906,Not Specified,E54781F6-5D00-422B-AE84-6B42BEEFBEFD,3400 Apollo Dr,Not Specified,No,Concrete,62789.923719727754,5030.474840903663,40.15980849470847,-88.22694135258
4907,34,9210,Not Specified,Apollo Dr & Mercury Dr,Yes,Concrete,4679.694601472284,263.0556879256469,40.1494931052564,-88.23013511879367
4908,36,7110,3400 Apollo Dr,Not Specified,Yes,Concrete,97162.25820742823,6749.80976403568,40.154148866844345,-88.23017585578688
4909,0000,2449,Not Specified,N Market St & Mercury Dr,Yes,Asphalt,6697.810826853288,337.0521349584899,40.14938555741422,-88.23909389317242
4910,0000,12834,2700 N Market St,Not Specified,Yes,Asphalt,43360.908512313326,2733.2803153643017,40.14766720752877,-88.23910150826113
4911,0000,12833,3100 N Market St,Not Specified,Yes,Concrete,122759.94747501152,5742.069184357007,40.15385181770696,-88.2416322959679
4912,1017,2454,2800 Gemini Ct,Not Specified,Yes,Concrete,21926.721467986707,1404.7685623368036,40.14845697105665,-88.23267207418321
4913,Not Specified,4CA5DA79-3043-44A2-9DAD-6272BB3F2391,Not Specified,Gemini Ct & Mercury Dr,Yes,Concrete,2665.4143832820982,215.47318754677877,40.14942626187872,-88.23268931044575
4914,1691,2456,500 Mercury Dr,Not Specified,Yes,Concrete,20049.234891970842,1373.522810610078,40.149433086385905,-88.2314124626006
4915,1690,2444,400 Mercury Dr,Not Specified,Yes,Concrete,66224.12036993356,3601.9798572205787,40.14941262608051,-88.23636828251594
4916,Not Specified,2CD9700A-8C0C-49C7-BB40-7DA062C1C903,Not Specified,Boardwalk Dr & Meijer Dr,No,Concrete,2404.954677068872,197.02197577620962,40.14649735032572,-88.26198968255379
4917,257,9180,2700 Boardwalk Dr,Not Specified,No,Concrete,32274.756895865772,1934.0289388356582,40.14786654726723,-88.26203533487762
4918,256,2266,2200 Boardwalk Dr,Not Specified,No,Concrete,45517.97317985418,2810.779184417688,40.14455529467857,-88.26197622421314
4919,1953,7093,2200 N Prospect Ave,Not Specified,No,Asphalt,40594.95068409422,1283.6728301684718,40.14357983119721,-88.25794466572366
4920,Not Specified,A1917710-03FE-4B20-9741-57F6083D4731,2300 N Prospect Ave,Not Specified,No,Asphalt,14801.857545493054,459.8272867587536,40.144510892205716,-88.25795461720051
4921,1682,2265,900 Meijer Dr,Not Specified,No,Concrete,37292.33597423616,2246.1060237451607,40.1465149450851,-88.2599310044742
4922,1954,2259,2500 N Prospect Ave,Not Specified,No,Asphalt,38422.647924427176,1364.3588891355398,40.14548480627644,-88.25796812393553
4923,Not Specified,D9FBC942-F2AE-401E-943A-5BCCE2600AA3,2500 N Prospect Ave,Not Specified,No,Not Specified,3007.0510016133976,242.85632573246238,40.14650906606609,-88.25772483947958
4924,Not Specified,CCD063E8-1E7F-4DB0-AF41-27FB4A209F99,Not Specified,Meijer Dr & N Prospect Ave,No,Asphalt,12293.077075511948,419.80561499507934,40.14652795585872,-88.25798484842991
4925,Not Specified,798F5529-19FA-45C4-B796-D2979FC437B1,2700 N Prospect Ave,Not Specified,No,Not Specified,620.8260939876895,149.97970580490926,40.14790878288464,-88.25782441778952
4926,994,12072,1400 Garden Ln,Not Specified,No,Concrete,5156.873350887182,452.8908084333051,40.130025986188635,-88.24483411286923
4927,287,3127,200 Brookwood Dr,Not Specified,No,Concrete,17532.35047788342,1371.423980889856,40.130439033096636,-88.24617223897916
4928,995,12099,Not Specified,Brookwood Dr & Garden Ln,No,Concrete,2455.608659988134,193.01620530472968,40.13035556595218,-88.24494344240615
4929,996,3107,1500 Garden Ln,Not Specified,No,Asphalt,4665.166515349695,444.95988394714567,40.13112402407744,-88.24479078556786
4930,Not Specified,6CBA5881-2624-465C-B747-C5DD2B69FA1F,Not Specified,Edgebrook Dr & Garden Ln,No,Asphalt,1696.9148620853623,173.41256500917754,40.131390623470104,-88.24476526641357
4931,768,3096,100 Edgebrook Dr,Not Specified,No,Asphalt,7489.261861354303,585.1092271345739,40.1313156294619,-88.24419540248044
4932,Not Specified,2183FF2F-61F6-4BF9-BED4-568456AFB080,Not Specified,Briar Ln & Edgebrook Dr,No,Asphalt,2582.083803160606,226.35242999215615,40.13141986630947,-88.24541305823853
4933,769,12045,200 Edgebrook Dr,Not Specified,No,Asphalt,2892.7429837958625,285.60921695843217,40.13141268595628,-88.2450698526828
4934,Not Specified,8C1077D5-B5DD-48DF-A59A-D9C8BDB9788A,Not Specified,Edgebrook Dr & Gates Pl,No,Asphalt,1473.7564184396006,158.4792500931721,40.131402446302076,-88.24780294713506
4935,770,3101,200 Edgebrook Dr,Not Specified,No,Asphalt,15120.977241854816,1270.1409335410376,40.13140358477965,-88.2466376793212
4936,771,3102,400 Edgebrook Dr,Not Specified,No,Asphalt,9284.30822535856,768.3392238503394,40.13139160740551,-88.2485315220556
4937,Not Specified,BE45A5D0-8D90-443D-8E94-2DF29A9F39E8,Not Specified,Edgebrook Dr & Kiler Dr,No,Asphalt,1577.0375379203513,157.29058310888522,40.13140715606681,-88.24923792125718
4938,1390,12058,1500 Kiler Dr,Not Specified,No,Asphalt,10092.507457885682,817.0177725271311,40.13198648686375,-88.24926866918831
4939,Not Specified,A88350DA-8099-4FDC-874D-06B859E607EC,Not Specified,Briar Ln & Kiler Dr,No,Asphalt,1089.7367349805038,134.11901455393829,40.13254953770318,-88.24923377369018
4940,1016,12050,1500 Gates Pl,Not Specified,No,Asphalt,9969.00531086269,876.5613186718937,40.131965244298904,-88.24780710120798
4941,Not Specified,DAEF9121-10AB-4DD3-BC1B-E7DA434A9005,Not Specified,Briar Ln & Gates Pl,No,Asphalt,1448.396809582531,155.8507595003259,40.13253424028843,-88.24779621803938
4942,268,12043,200 Briar Ln,Not Specified,No,Asphalt,21000.415387611254,1756.0358956758193,40.13217722994462,-88.246360059044
4943,269,12056,400 Briar Ln,Not Specified,No,Asphalt,9873.748905620674,786.1809618019295,40.13257417207985,-88.24852967041207
4944,Not Specified,C33A6926-6EF4-4A24-9F6B-21368FC97CEE,Not Specified,Edgebrook Dr & Hagan St,No,Asphalt,2542.0027390173386,211.72440738487816,40.131473935085786,-88.25455825392223
4945,1103,2974,1500 Hagan St,Not Specified,No,Asphalt,8839.668180255012,548.4591371557362,40.131064650969876,-88.25457805857157
4946,8888,7348,500 Edgebrook Dr,Not Specified,No,Not Specified,25757.90032293138,2094.0879623906844,40.13173773904126,-88.25098734939894
4947,772,2976,600 Edgebrook Dr,Not Specified,Yes,Concrete,33809.801715679714,1715.64895043783,40.13146987020089,-88.25302361540632
4948,Not Specified,C84FCE87-1E83-4439-A490-0188C93FA8D3,600 Edgebrook Dr,Not Specified,No,Not Specified,1685.9237668471105,168.22214170311833,40.13148191949083,-88.25164339335697
4949,1104,2977,1700 Hagan St,Not Specified,No,Asphalt,33028.2927768344,2092.819747682569,40.132970302040945,-88.25459665642514
4950,1389,2968,Not Specified,Hagan St & W Kenyon Rd,No,Asphalt,3715.8339585203425,246.81672424878724,40.13439448269072,-88.25452241324503
4951,1191,2979,1 Henson Pl,Not Specified,No,Concrete,22495.69302255174,1059.3420817493882,40.13369116701404,-88.24782607089153
4952,Not Specified,38EE2FFC-A02F-4C8E-9425-F79FDF8FDCE8,Not Specified,Henson Pl & W Kenyon Rd,No,Asphalt,2394.8148427652477,203.9685799990522,40.13444114484487,-88.24784042586403
4953,1387,7354,100 W Kenyon Rd,Not Specified,No,Asphalt,47487.661401226804,2885.5720457706184,40.13368613654245,-88.24553376842518
4954,1388,7351,700 W Kenyon Rd,Not Specified,No,Asphalt,58174.20631550568,3684.063902567817,40.134422361161484,-88.25119205365094
4955,Not Specified,A4FA0A2D-2CAC-4D36-A474-6B7DAF147780,2300 N Market St,Not Specified,No,Asphalt,580.473002105493,201.72821302556798,40.14177285536345,-88.23911118264272
4956,0000,2287,Not Specified,N Market St & Wilber Ave,No,Asphalt,5947.780084332704,314.2886155466579,40.141784063800486,-88.2389853915862
4957,0000,2288,2200 N Market St,Not Specified,No,Asphalt,28477.515604840977,1360.3785527767745,40.1408161807672,-88.23898741232998
4958,2670,12550,100 Wilber Ave,Not Specified,Yes,Not Specified,7380.159228964518,667.0301009730141,40.14177570550216,-88.23846563309426
4959,0000,2319,Not Specified,N Market St & Paul Ave,No,Asphalt,3149.4794259330624,224.6005542781058,40.14269527959831,-88.2390025348082
4960,Not Specified,11ADB034-C328-4C9E-90BC-D31B1D48540F,100 Paul Ave,Not Specified,No,Asphalt,919.7257410274774,140.90075153648445,40.14269630737793,-88.2388682147719
4961,0000,2320,2300 N Market St,Not Specified,No,Asphalt,12165.390784513513,640.2659781739877,40.14225316635686,-88.23900696363297
4962,0000,2293,2400 N Market St,Not Specified,No,Asphalt,11756.748401572484,615.9699994337946,40.143123590903144,-88.23902598094017
4963,2554,12539,100 Wallace Ave,Not Specified,Yes,Oil and Chip,6673.543585308007,646.9474715236862,40.14360898171632,-88.23855950790758
4964,0000,12540,Not Specified,N Second St & Wallace Ave,Yes,Oil and Chip,2152.965016372118,192.1184282594242,40.14360067270766,-88.23793775342943
4965,2555,2314,200 Wallace Ave,Not Specified,Yes,Oil and Chip,13443.557314762145,1281.9566508092569,40.143614681301074,-88.23672205579808
4966,0000,12544,Not Specified,N Third St & Wallace Ave,Yes,Oil and Chip,1953.284486746129,190.95835259931192,40.14359284051085,-88.23549368249961
4967,2557,2302,Not Specified,N Fifth St & Wallace Ave,Yes,Oil and Chip,14923.680918536793,1350.7938058959023,40.14361195093532,-88.23219411631669
4968,2556,2298,300 Wallace Ave,Not Specified,Yes,Oil and Chip,11522.871303867545,1086.9058852603252,40.14361495486362,-88.2344514130729
4969,0000,12546,Not Specified,N Fourth St & Wallace Ave,Yes,Oil and Chip,898.6746511800886,120.95502561076368,40.143607817172686,-88.23346499628053
4970,Not Specified,E4E98FDA-1A23-45EA-800F-979F70292B95,100 E Interstate Dr,Not Specified,No,Concrete,50675.789860846024,2630.7568766503173,40.14911656298153,-88.24619686533053
4971,Not Specified,513BE956-DC8A-4003-BC23-7C555FDAC7FA,Not Specified,E Interstate Dr & W Interstate Dr,No,Concrete,3030.395911529387,221.73093640167818,40.149124999635376,-88.24857814127444
4972,Not Specified,8A0D721B-5585-43D5-ACA9-ED12728F6087,Not Specified,W Interstate Dr & Toalson Ln,No,Concrete,2253.9320025905195,190.9802222170779,40.14914059240663,-88.25227641897469
4973,1264,2488,700 W Interstate Dr,Not Specified,No,Concrete,72668.83205347574,3236.7222923117015,40.149116913557286,-88.25541241172205
4974,Not Specified,F8C4E6B5-3C5C-4DFD-AEE0-A2FC219C7216,Not Specified,W Interstate Dr & J T Coffman Dr,No,Concrete,2165.0763147675284,186.1730040351464,40.14911423449622,-88.25115014151446
4975,1262,2503,100 W Interstate Dr,Not Specified,No,Concrete,26077.10460784445,1430.144389820372,40.14912774068846,-88.24987708599056
4976,1263,9189,500 W Interstate Dr,Not Specified,No,Concrete,10468.521233358362,622.1066466032656,40.1491300753897,-88.25170912010975
4977,Not Specified,98DF1382-B829-441E-9951-A4FE8EFD8B49,Not Specified,J T Coffman Dr & Madelynn Dr,No,Not Specified,1325.1432842688941,145.9214643189694,40.148551921515036,-88.25094259287896
4978,9999,2499,2700 J T Coffman Dr,Not Specified,No,Not Specified,4843.750984443931,555.4494992905702,40.14880965725267,-88.25112816621962
4979,Not Specified,051F5A44-3E8C-4ABE-90B3-EDBBA9DE3EAF,2700 J T Coffman Dr,Not Specified,No,Not Specified,1113.760419323664,129.96548866503989,40.14737015669259,-88.25008920076482
4980,Not Specified,2768A108-2C69-43A2-AC9B-4FD3CC25BB9B,2700 J T Coffman Dr,Not Specified,No,Not Specified,15669.32048883974,1297.1480716092658,40.148168579908734,-88.25017978547446
4981,Not Specified,293E1053-EB05-49A0-8249-A70DBD795434,2700 J T Coffman Dr,Not Specified,No,Not Specified,16107.07327911713,1332.1937185928098,40.14660793112075,-88.24961608849496
4982,Not Specified,91A3135A-37DB-448D-83C2-3009BBB52026,Not Specified,J T Coffman Dr & N Neil St,No,Concrete,2006.5154803568455,179.43351144666667,40.146295433665074,-88.24845946491371
4983,1751,2511,2700 N Neil St,Not Specified,No,Concrete,39293.027150989896,2092.913738925455,40.147706959135256,-88.24853219706004
4984,2467,2510,900 Twins Dr,Not Specified,No,Concrete,40371.577312334906,2890.8355629257685,40.14631722357292,-88.24583213626359
4985,2092,2622,2000 Moreland Blvd,Not Specified,Yes,Concrete,28827.773571474685,2113.936619576042,40.141502735210736,-88.25230871267075
4986,Not Specified,2693FD76-AD94-4874-A7D8-08E6195F639F,Not Specified,Ryder Ln & Town Center Blvd,No,Concrete,6944.884931575618,363.48975221576285,40.1425601843547,-88.2528151291187
4987,2446,2625,600 Town Center Blvd,Not Specified,No,Concrete,86093.26089185428,4877.440010609861,40.14263661284527,-88.25543842457529
4988,0000,2626,2300 Moreland Blvd,Not Specified,No,Asphalt,22031.269590131364,1604.8652999538078,40.142980052279256,-88.2506758272765
4989,Not Specified,0A5B5292-FD47-49B6-88BE-289C65836B0E,2100 Moreland Blvd,Not Specified,No,Asphalt,14744.538063489887,710.7944268678482,40.14157159912124,-88.25077516616827
4990,Not Specified,074E3E76-7457-48D6-ADE4-044D8B6FF0BF,Not Specified,Moreland Blvd & Town Center Blvd,No,Concrete,7961.037650734864,356.69040432837227,40.142050532000674,-88.25062558312898
4991,Not Specified,B292353A-3DBA-480C-ABAB-EA88644C422B,600 Town Center Blvd,Not Specified,No,Concrete,30470.00937111457,2412.606846588646,40.14231334385023,-88.25172294176495
4992,2445,2627,400 Town Center Blvd,Not Specified,No,Concrete,34649.51227555385,2391.2742512901973,40.14187866884174,-88.24950457990246
4993,Not Specified,B51CFD95-DB49-41EE-91F7-FC1F83E5182D,Not Specified,N Neil St & Town Center Blvd,No,Asphalt,12883.05984097982,457.73781812961346,40.14186021491808,-88.2483038055549
4994,Not Specified,181E18CF-C934-4E1A-83D3-35798E65EF95,Not Specified,N Neil St & Walingford Dr,No,Concrete,74624.28293294636,3234.742033585957,40.14389218066866,-88.2484674182696
4995,8888,2544,2000 Center Dr,Not Specified,No,Not Specified,12011.27150760685,897.6631646271462,40.140312491897944,-88.24464880526797
4996,348,2554,1900 Center Dr,Not Specified,No,Concrete,10134.542838257461,656.8910280108469,40.139637017826544,-88.24519110763549
4997,Not Specified,7DAAB105-88C9-4B3B-8ED0-98175A0B6524,Not Specified,Center Dr & N Neil St,No,Asphalt,11594.486347217033,414.4816540072472,40.13998422092242,-88.24492949115624
4998,1749,2404,1900 N Neil St,Not Specified,No,Asphalt,22953.573733618345,1457.8322592429813,40.13963265525583,-88.24435993164472
4999,706,9161,Not Specified,Doisy Ln & Toalson Ln,Yes,Concrete,1709.6929286750112,165.70982209099387,40.15061919703358,-88.25229652954967
5000,2442,1859,2800 Toalson Ln,Not Specified,No,Concrete,13536.274779604622,1093.896186637424,40.149871980151126,-88.25228677030228
5001,Not Specified,2FE02CEA-D185-4DF0-AA6F-B3B105474C4A,Not Specified,Doisy Ln & Stanley Ln,No,Concrete,1523.8953189827796,160.01689816672945,40.15064578424194,-88.24977119873859
5002,704,1871,200 Doisy Ln,Not Specified,No,Concrete,4487.001452381923,392.4204218120404,40.15064336314738,-88.24938715760054
5003,705,1869,400 Doisy Ln,Not Specified,Yes,Concrete,17987.096022437385,1404.8670058642124,40.15062993469046,-88.25104881593252
5004,707,1860,600 Doisy Ln,Not Specified,Yes,Concrete,30270.76316445153,2257.105143986503,40.15060454516721,-88.25431556667155
5005,Not Specified,687F758C-5F1A-4A77-B18B-CC65BC73C7E8,Not Specified,Doisy Ln & Nobel Dr,Yes,Concrete,1019.8906498118425,128.39226174630903,40.15063317100499,-88.25631593497668
5006,567,9160,Not Specified,Corey Ln & Toalson Ln,Yes,Concrete,1755.5449756669145,167.6264337987396,40.15135404201904,-88.25230848774756
5007,2443,1862,2900 Toalson Ln,Not Specified,Yes,Concrete,6141.985959786495,536.535935996335,40.150989287900906,-88.2523013295486
5008,566,1868,400 Corey Ln,Not Specified,Yes,Concrete,18234.945372425194,1435.1731267285375,40.15136342689101,-88.25103936212331
5009,Not Specified,D20358AC-BFC1-4008-941F-AEB717E71377,Not Specified,Corey Ln & Stanley Ln,Yes,Concrete,1515.5355198482446,158.73083689443916,40.15137169013714,-88.24979009593599
5010,2243,9176,2900 Stanley Ln,Not Specified,No,Concrete,6133.957639006364,538.886287888619,40.15099208714307,-88.24977597666154
5011,2444,9124,3000 Toalson Ln,Not Specified,Yes,Concrete,6383.900029999054,549.0836101438462,40.15172412198036,-88.25231174542999
5012,88,9156,Not Specified,Bardeen Ln & Toalson Ln,Yes,Concrete,1485.4062473985766,156.32687691681485,40.1520792898966,-88.25231407761477
5013,Not Specified,0F96C9CB-BDA7-4285-859D-B3136916F358,Not Specified,Bardeen Ln & Sharp Dr,Yes,Concrete,1511.3625314372937,157.68674206201243,40.1521059903751,-88.25074726754316
5014,87,1875,400 Bardeen Ln,Not Specified,Yes,Concrete,10812.379892047655,853.3348556651486,40.15209168460743,-88.25153747521837
5015,86,9155,300 Bardeen Ln,Not Specified,Yes,Concrete,6225.866289094945,534.1644176782496,40.15210280260739,-88.25025676551131
5016,Not Specified,DB0B0552-9FBC-4066-AD87-62E1EA75CCCD,Not Specified,Bardeen Ln & Stanley Ln,Yes,Concrete,1478.9381058140525,156.08491503534648,40.15210323321679,-88.24980086986598
5017,2244,1872,3000 Stanley Ln,Not Specified,Yes,Concrete,5925.625637641686,506.42318142540705,40.15173800841771,-88.24978671614733
5018,2245,1878,3200 Stanley Ln,Not Specified,Yes,Concrete,21735.70839589556,1650.8777580633134,40.15326032586767,-88.24980698945448
5019,Not Specified,F8624D87-6EBB-4A74-A42E-C42744B2D720,Not Specified,Luria Ln & Stanley Ln,Yes,Concrete,1164.77938318831,138.37427481253505,40.154386633829375,-88.24989524598497
5020,Not Specified,DC17CFF1-5D91-4984-8B7E-0DC8087D3969,Not Specified,Krebs Dr & Sharp Dr,Yes,Concrete,1479.2103339761923,155.24429179052376,40.1536894000834,-88.25077918371844
5021,2178,9154,3100 Sharp Dr,Not Specified,Yes,Concrete,14873.679808896852,1161.7837200750394,40.15288407888936,-88.25075728698658
5022,1511,9139,300 Luria Ln,Not Specified,Yes,Concrete,5837.675394177942,496.27288044187014,40.15442418509881,-88.25034273326153
5023,Not Specified,FC7DD098-4D13-4632-83B7-AF304FA9E208,Not Specified,Luria Ln & Sharp Dr,Yes,Concrete,1755.6835693931987,168.59203820357047,40.15442181751961,-88.25078929783893
5024,2179,1881,3200 Sharp Dr,Not Specified,Yes,Concrete,6227.059888910866,527.269686757406,40.154060925110045,-88.25077420858275
5025,568,1864,600 Corey Ln,Not Specified,Yes,Concrete,30874.242490736993,2289.1145415918827,40.15133670484497,-88.25434711507833
5026,Not Specified,FFDFFFA8-D2A6-4821-A99E-612D53D4D9EC,Not Specified,Corey Ln & Nobel Dr,Yes,Concrete,1379.671301938335,149.62098073049876,40.1513100471415,-88.25638056229026
5027,1777,9171,2900 Nobel Dr,Not Specified,Yes,Concrete,5862.132435211678,491.98711538411544,40.15096311589184,-88.25638159317256
5028,Not Specified,DF55CC9F-D55F-4771-B374-5ED03367BE6D,Not Specified,Bardeen Ln & Leggett Ln,Yes,Concrete,1476.6258853985719,155.2044823963103,40.15208445596867,-88.25361077720363
5029,89,9153,500 Bardeen Ln,Not Specified,Yes,Concrete,8596.91993206498,702.9406723418214,40.15208161773378,-88.25296380450483
5030,90,9151,600 Bardeen Ln,Not Specified,Yes,Concrete,22418.19812844635,1693.6106989156883,40.15206339845744,-88.25513966293994
5031,Not Specified,915AAE3B-6C3A-43D1-A71E-CC252A2F8212,Not Specified,Bardeen Ln & Nobel Dr,Yes,Concrete,1508.3488326921338,155.05765925333284,40.152035554991535,-88.25664247558493
5032,1778,1853,3000 Nobel Dr,Not Specified,Yes,Concrete,6484.88908580526,542.4838851757522,40.15167522787078,-88.25651352965515
5033,1775,1946,800 Newton Dr,Not Specified,Yes,Concrete,10927.100099356781,801.9019112361076,40.15266830937199,-88.25741474191213
5034,1780,1830,Not Specified,Newton Dr & Nobel Dr,Yes,Concrete,1778.6401548184776,181.22830045929226,40.15272260110271,-88.2566907890575
5035,1779,9170,3100 Nobel Dr,Not Specified,Yes,Concrete,5928.846836463164,510.4968104884541,40.15238091128849,-88.25668533429514
5036,1774,1848,600 Newton Dr,Not Specified,Yes,Concrete,22608.58031999197,1729.2723598968776,40.15279495436454,-88.2551491694833
5037,1469,12645,Not Specified,Leggett Ln & Newton Dr,Yes,Concrete,1468.4925530281164,154.97160824437577,40.152807769635544,-88.25362972261118
5038,1468,1845,3100 Leggett Ln,Not Specified,Yes,Concrete,6198.075700405401,533.2388239752765,40.15243479672647,-88.2536127660478
5039,1432,1879,500 Krebs Dr,Not Specified,Yes,Concrete,20541.304630812036,1605.522948011792,40.15367615153162,-88.25219414923006
5040,Not Specified,C7D81322-6967-408A-83E2-D5BCA4483132,Not Specified,Krebs Dr & Leggett Ln,Yes,Concrete,1817.7337897768846,170.181196262281,40.153665138439806,-88.2536306192349
5041,1470,1826,3200 Leggett Ln,Not Specified,Yes,Concrete,7370.255388470155,627.4899921644638,40.15324688415027,-88.25362455490549
5042,1433,1837,600 Krebs  Dr,Not Specified,Yes,Concrete,22893.855180298746,1723.6513058559274,40.15365222161411,-88.25517897184368
5043,Not Specified,8F787FBF-68A9-4441-8A95-55E962C666E1,Not Specified,Krebs  Dr & Nobel Dr,Yes,Concrete,1518.953032343067,157.29499342330246,40.15363567258449,-88.25669384992192
5044,1781,9168,3200 Nobel Dr,Not Specified,Yes,Concrete,8278.431694752799,669.954360047823,40.153171481088485,-88.25669738215542
5045,1512,1877,500 Luria Ln,Not Specified,Yes,Concrete,21154.02171677819,1602.101880049943,40.15440913095688,-88.25220942009716
5046,Not Specified,4CA81B4E-D964-4845-B228-D985258FB5EF,Not Specified,Leggett Ln & Luria Ln,Yes,Concrete,1804.3028390902286,170.0342396507606,40.15439742140265,-88.25364033660912
5047,1471,9148,3200 Leggett Ln,Not Specified,Yes,Concrete,6402.304221678444,550.656003223757,40.15402946443313,-88.25363555186476
5048,1513,1841,600 Luria Ln,Not Specified,Yes,Concrete,22825.767325341047,1721.7901873642215,40.15438530016859,-88.25516976536709
5049,Not Specified,F29835EA-323D-40B8-B5DC-F8B872F25D35,Not Specified,Luria Ln & Nobel Dr,Yes,Concrete,1434.9091101725671,151.89998589215026,40.154373584324986,-88.25670226263368
5050,1782,9167,3200 Nobel Dr,Not Specified,Yes,Concrete,6335.405939935345,524.8282891411343,40.15400753297047,-88.25670946991596
